genome,location,length
V2DD.contigs.10kb_virus_k127_548690 flag=0 multi=14.3623 len=67731.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_548690 flag=0 multi=14.3623 len=67731.fasta,67731
V2DD.contigs.10kb_virus_k127_549621 flag=0 multi=36.9859 len=51306.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_549621 flag=0 multi=36.9859 len=51306.fasta,51306
V2DD.contigs.10kb_virus_k127_563677 flag=0 multi=64.9900 len=64982.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_563677 flag=0 multi=64.9900 len=64982.fasta,64982
V2DD.contigs.10kb_virus_k127_568943 flag=0 multi=11.0000 len=87616.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_568943 flag=0 multi=11.0000 len=87616.fasta,87616
V2DD.contigs.10kb_virus_k127_569603 flag=0 multi=12.7552 len=64294.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_569603 flag=0 multi=12.7552 len=64294.fasta,64294
V2DD.contigs.10kb_virus_k127_569919 flag=0 multi=26.7694 len=50658.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_569919 flag=0 multi=26.7694 len=50658.fasta,50658
V2DD.contigs.10kb_virus_k127_570729 flag=1 multi=14.9790 len=228021.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_570729 flag=1 multi=14.9790 len=228021.fasta,228021
V2DD.contigs.10kb_virus_k127_576175 flag=0 multi=74.8376 len=52477.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_576175 flag=0 multi=74.8376 len=52477.fasta,52477
V2DD.contigs.10kb_virus_k127_576556 flag=0 multi=8.9985 len=53975.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_576556 flag=0 multi=8.9985 len=53975.fasta,53975
V2DD.contigs.10kb_virus_k127_580613 flag=0 multi=36.0000 len=53336.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_580613 flag=0 multi=36.0000 len=53336.fasta,53336
V2DD.contigs.10kb_virus_k127_583206 flag=0 multi=49.9936 len=76099.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_583206 flag=0 multi=49.9936 len=76099.fasta,76099
V2DD.contigs.10kb_virus_k127_586716 flag=1 multi=14.9314 len=63029.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_586716 flag=1 multi=14.9314 len=63029.fasta,63029
V2DD.contigs.10kb_virus_k127_594274 flag=0 multi=21.9985 len=60371.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_594274 flag=0 multi=21.9985 len=60371.fasta,60371
V2DD.contigs.10kb_virus_k127_603053 flag=1 multi=10.0000 len=80516.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_603053 flag=1 multi=10.0000 len=80516.fasta,80516
V2DD.contigs.10kb_virus_k127_624717 flag=1 multi=143.0000 len=120651.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_624717 flag=1 multi=143.0000 len=120651.fasta,120651
V2DD.contigs.10kb_virus_k127_641687 flag=1 multi=13.0000 len=55596.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_641687 flag=1 multi=13.0000 len=55596.fasta,55596
V2DD.contigs.10kb_virus_k127_64204 flag=1 multi=9.7087 len=59698.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_64204 flag=1 multi=9.7087 len=59698.fasta,59698
V2DD.contigs.10kb_virus_k127_644585 flag=0 multi=24.9965 len=68241.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_644585 flag=0 multi=24.9965 len=68241.fasta,68241
V2DD.contigs.10kb_virus_k127_645385 flag=0 multi=10.3810 len=50632.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_645385 flag=0 multi=10.3810 len=50632.fasta,50632
V2DD.contigs.10kb_virus_k127_654700 flag=0 multi=20.0000 len=57020.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_654700 flag=0 multi=20.0000 len=57020.fasta,57020
V2DD.contigs.10kb_virus_k127_655875 flag=0 multi=21.0000 len=96891.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_655875 flag=0 multi=21.0000 len=96891.fasta,96891
V2DD.contigs.10kb_virus_k127_671698 flag=0 multi=12.0000 len=88685.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_671698 flag=0 multi=12.0000 len=88685.fasta,88685
V2DD.contigs.10kb_virus_k127_671890 flag=1 multi=17.0000 len=51559.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_671890 flag=1 multi=17.0000 len=51559.fasta,51559
V2DD.contigs.10kb_virus_k127_677797 flag=1 multi=14.0000 len=57332.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_677797 flag=1 multi=14.0000 len=57332.fasta,57332
V2DD.contigs.10kb_virus_k127_692931 flag=1 multi=16.5261 len=64036.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_692931 flag=1 multi=16.5261 len=64036.fasta,64036
V2DD.contigs.10kb_virus_k127_696066 flag=0 multi=14.5791 len=55544.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_696066 flag=0 multi=14.5791 len=55544.fasta,55544
V2DD.contigs.10kb_virus_k127_704273 flag=0 multi=68.0000 len=65031.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_704273 flag=0 multi=68.0000 len=65031.fasta,65031
V2DD.contigs.10kb_virus_k127_712621 flag=0 multi=24.8239 len=163740.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_712621 flag=0 multi=24.8239 len=163740.fasta,163740
V2DD.contigs.10kb_virus_k127_717557 flag=1 multi=7.9627 len=50965.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_717557 flag=1 multi=7.9627 len=50965.fasta,50965
V2DD.contigs.10kb_virus_k127_729606 flag=1 multi=13.0000 len=77277.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_729606 flag=1 multi=13.0000 len=77277.fasta,77277
V2DD.contigs.10kb_virus_k127_735789 flag=0 multi=12.0000 len=52238.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_735789 flag=0 multi=12.0000 len=52238.fasta,52238
V2DD.contigs.10kb_virus_k127_740480|provirus_26_60896.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_740480|provirus_26_60896.fasta,60871
V2DD.contigs.10kb_virus_k127_758699 flag=1 multi=54.0000 len=57370.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_758699 flag=1 multi=54.0000 len=57370.fasta,57370
V2DD.contigs.10kb_virus_k127_759191 flag=0 multi=13.0000 len=64232.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_759191 flag=0 multi=13.0000 len=64232.fasta,64232
V2DD.contigs.10kb_virus_k127_760373 flag=0 multi=23.5351 len=58070.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_760373 flag=0 multi=23.5351 len=58070.fasta,58070
V2DD.contigs.10kb_virus_k127_767846 flag=0 multi=34.6844 len=72875.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_767846 flag=0 multi=34.6844 len=72875.fasta,72875
V2DD.contigs.10kb_virus_k127_77047 flag=1 multi=21.0000 len=67691.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_77047 flag=1 multi=21.0000 len=67691.fasta,67691
V2DD.contigs.10kb_virus_k127_772502|provirus_14810_101692.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_772502|provirus_14810_101692.fasta,86883
V2DD.contigs.10kb_virus_k127_777173 flag=0 multi=10.0127 len=88935.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_777173 flag=0 multi=10.0127 len=88935.fasta,88935
V2DD.contigs.10kb_virus_k127_778456 flag=0 multi=16.0000 len=54867.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_778456 flag=0 multi=16.0000 len=54867.fasta,54867
V2DD.contigs.10kb_virus_k127_778906 flag=3 multi=325.0000 len=74290.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_778906 flag=3 multi=325.0000 len=74290.fasta,74290
V2DD.contigs.10kb_virus_k127_787125 flag=0 multi=28.0358 len=56285.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_787125 flag=0 multi=28.0358 len=56285.fasta,56285
V2DD.contigs.10kb_virus_k127_790721 flag=1 multi=8.0000 len=66263.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_790721 flag=1 multi=8.0000 len=66263.fasta,66263
V2DD.contigs.10kb_virus_k127_791254 flag=0 multi=35.9945 len=128321.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_791254 flag=0 multi=35.9945 len=128321.fasta,128321
V2DD.contigs.10kb_virus_k127_793157 flag=1 multi=10.0000 len=57056.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_793157 flag=1 multi=10.0000 len=57056.fasta,57056
V2DD.contigs.10kb_virus_k127_793184 flag=3 multi=94.0000 len=115958.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_793184 flag=3 multi=94.0000 len=115958.fasta,115958
V2DD.contigs.10kb_virus_k127_796307 flag=0 multi=23.7197 len=51517.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_796307 flag=0 multi=23.7197 len=51517.fasta,51517
V2DD.contigs.10kb_virus_k127_805376 flag=0 multi=10.9980 len=50942.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_805376 flag=0 multi=10.9980 len=50942.fasta,50942
V2DD.contigs.10kb_virus_k127_808248 flag=1 multi=8.0941 len=57840.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_808248 flag=1 multi=8.0941 len=57840.fasta,57840
V2DD.contigs.10kb_virus_k127_808395 flag=1 multi=8.0000 len=50797.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_808395 flag=1 multi=8.0000 len=50797.fasta,50797
V2DD.contigs.10kb_virus_k127_827127 flag=0 multi=10.4478 len=63420.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_827127 flag=0 multi=10.4478 len=63420.fasta,63420
V2DD.contigs.10kb_virus_k127_828101 flag=0 multi=163.0000 len=52904.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_828101 flag=0 multi=163.0000 len=52904.fasta,52904
V2DD.contigs.10kb_virus_k127_830686 flag=1 multi=18.0000 len=63305.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_830686 flag=1 multi=18.0000 len=63305.fasta,63305
V2DD.contigs.10kb_virus_k127_83807 flag=0 multi=22.9920 len=54793.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_83807 flag=0 multi=22.9920 len=54793.fasta,54793
V2DD.contigs.10kb_virus_k127_84600 flag=0 multi=17.8607 len=119010.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_84600 flag=0 multi=17.8607 len=119010.fasta,119010
V2DD.contigs.10kb_virus_k127_846356 flag=1 multi=14.0000 len=137318.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_846356 flag=1 multi=14.0000 len=137318.fasta,137318
V2DD.contigs.10kb_virus_k127_858286 flag=1 multi=14.5194 len=51522.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_858286 flag=1 multi=14.5194 len=51522.fasta,51522
V2DD.contigs.10kb_virus_k127_862543 flag=3 multi=21.0000 len=51758.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_862543 flag=3 multi=21.0000 len=51758.fasta,51758
V2DD.contigs.10kb_virus_k127_866747 flag=3 multi=81.6163 len=75698.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_866747 flag=3 multi=81.6163 len=75698.fasta,75698
V2DD.contigs.10kb_virus_k127_867544|provirus_2_73514.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_867544|provirus_2_73514.fasta,73513
V2DD.contigs.10kb_virus_k127_870835|provirus_3_66587.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_870835|provirus_3_66587.fasta,66585
V2DD.contigs.10kb_virus_k127_882133 flag=0 multi=10.1332 len=50958.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_882133 flag=0 multi=10.1332 len=50958.fasta,50958
V2DD.contigs.10kb_virus_k127_886901 flag=0 multi=21.0000 len=56058.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_886901 flag=0 multi=21.0000 len=56058.fasta,56058
V2DD.contigs.10kb_virus_k127_892782 flag=0 multi=11.3406 len=78981.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_892782 flag=0 multi=11.3406 len=78981.fasta,78981
V2DD.contigs.10kb_virus_k127_902144 flag=1 multi=11.0000 len=63379.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_902144 flag=1 multi=11.0000 len=63379.fasta,63379
V2DD.contigs.10kb_virus_k127_906239 flag=0 multi=29.9907 len=64875.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_906239 flag=0 multi=29.9907 len=64875.fasta,64875
V2DD.contigs.10kb_virus_k127_907376 flag=0 multi=9.9970 len=65888.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_907376 flag=0 multi=9.9970 len=65888.fasta,65888
V2DD.contigs.10kb_virus_k127_909079 flag=1 multi=24.0000 len=128963.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_909079 flag=1 multi=24.0000 len=128963.fasta,128963
V2DD.contigs.10kb_virus_k127_910386 flag=1 multi=7.0000 len=55593.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_910386 flag=1 multi=7.0000 len=55593.fasta,55593
V2DD.contigs.10kb_virus_k127_910598 flag=0 multi=24.0000 len=67057.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_910598 flag=0 multi=24.0000 len=67057.fasta,67057
V2DD.contigs.10kb_virus_k127_913708 flag=1 multi=16.3544 len=103327.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_913708 flag=1 multi=16.3544 len=103327.fasta,103327
V2DD.contigs.10kb_virus_k127_922641 flag=0 multi=13.0000 len=63968.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_922641 flag=0 multi=13.0000 len=63968.fasta,63968
V2DD.contigs.10kb_virus_k127_924666 flag=3 multi=18.0000 len=66425.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_924666 flag=3 multi=18.0000 len=66425.fasta,66425
V2DD.contigs.10kb_virus_k127_928089 flag=1 multi=36.0000 len=58981.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_928089 flag=1 multi=36.0000 len=58981.fasta,58981
V2DD.contigs.10kb_virus_k127_932417 flag=0 multi=22.2908 len=129556.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_932417 flag=0 multi=22.2908 len=129556.fasta,129556
V2DD.contigs.10kb_virus_k127_93463 flag=0 multi=17.9981 len=91950.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_93463 flag=0 multi=17.9981 len=91950.fasta,91950
V2DD.contigs.10kb_virus_k127_93866 flag=1 multi=7.0000 len=55217.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_93866 flag=1 multi=7.0000 len=55217.fasta,55217
V2DD.contigs.10kb_virus_k127_93998 flag=0 multi=22.0543 len=51945.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_93998 flag=0 multi=22.0543 len=51945.fasta,51945
V2DD.contigs.10kb_virus_k127_943708 flag=0 multi=21.9967 len=66318.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_943708 flag=0 multi=21.9967 len=66318.fasta,66318
V2DD.contigs.10kb_virus_k127_955825 flag=1 multi=11.9992 len=137930.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_955825 flag=1 multi=11.9992 len=137930.fasta,137930
V2DD.contigs.10kb_virus_k127_961133 flag=0 multi=20.9986 len=302271.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_961133 flag=0 multi=20.9986 len=302271.fasta,302271
V2DD.contigs.10kb_virus_k127_962174 flag=1 multi=9.5855 len=52369.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_962174 flag=1 multi=9.5855 len=52369.fasta,52369
V2DD.contigs.10kb_virus_k127_96454 flag=0 multi=827.8746 len=66063.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_96454 flag=0 multi=827.8746 len=66063.fasta,66063
V2DD.contigs.10kb_virus_k127_989464 flag=0 multi=19.9505 len=91024.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_989464 flag=0 multi=19.9505 len=91024.fasta,91024
V2DD.contigs.10kb_virus_k127_995281 flag=0 multi=10.9978 len=51102.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2DD.contigs.10kb_virus_k127_995281 flag=0 multi=10.9978 len=51102.fasta,51102
V2LD.contigs.10kb_virus_k127_1005671 flag=0 multi=8.8041 len=57523.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_1005671 flag=0 multi=8.8041 len=57523.fasta,57523
V2LD.contigs.10kb_virus_k127_1012101 flag=0 multi=18.9969 len=57479.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_1012101 flag=0 multi=18.9969 len=57479.fasta,57479
V2LD.contigs.10kb_virus_k127_1023794 flag=0 multi=45.2786 len=53988.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_1023794 flag=0 multi=45.2786 len=53988.fasta,53988
V2LD.contigs.10kb_virus_k127_1024524 flag=0 multi=9.0000 len=53900.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_1024524 flag=0 multi=9.0000 len=53900.fasta,53900
V2LD.contigs.10kb_virus_k127_1036841 flag=0 multi=15.0136 len=52997.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_1036841 flag=0 multi=15.0136 len=52997.fasta,52997
V2LD.contigs.10kb_virus_k127_1044754 flag=1 multi=11.0000 len=82630.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_1044754 flag=1 multi=11.0000 len=82630.fasta,82630
V2LD.contigs.10kb_virus_k127_1057266 flag=0 multi=13.9973 len=52565.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_1057266 flag=0 multi=13.9973 len=52565.fasta,52565
V2LD.contigs.10kb_virus_k127_1062232 flag=1 multi=13.9986 len=94077.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_1062232 flag=1 multi=13.9986 len=94077.fasta,94077
